name,level,score,count,chapters,firstChapter,lastChapter,regionLabel,aliases,contextSample
必须破坏魔尊,review,67.92,1,1,1035,1035,待考,必须破坏魔尊,，顿时沉入谷底。他脸上充斥坚毅铁血之色，沉声道：“不能再这样下去了。我们必须破坏魔尊幽魂的图谋！不管他炼制什么，必须尽快破坏了这道十绝大阵。”“可是我们已经
正在魔尊,review,67.92,1,1,1035,1035,待考,正在魔尊,半。这表明：万劫灰忆，也过了大半。但天空中的灾劫，还在继续！又一波万劫，正在魔尊幽魂的头顶上蓄势。似乎只要魔尊幽魂不灭，天意就不会放过他！万劫——阴油毒
滴在魔尊,review,67.92,1,1,1035,1035,待考,滴在魔尊,劫——阴油毒。从天空中，垂下一滴滴粘稠的剧毒油浆。这些油浆似乎滚烫无比，滴在魔尊幽魂的身上，立即嗤嗤有声，冒出紫嫣的气雾。油浆从之前的伤口中渗透、流入，
竟然将魔尊,review,67.92,1,1,1035,1035,待考,竟然将魔尊,形成一个巨大的藤球。它们死死缠绕，越缠越紧，并且扎根在魔尊幽魂的身躯上，竟然将魔尊的魂魄当做养分吸摄！“不对劲！不对劲！”“他是故意的，你们快看那座十绝大
向魔尊,review,67.92,1,1,1036,1036,待考,向魔尊,当初，你一直希望的吗？”魔尊幽魂慢条斯理地道。“老匹夫！”仙僵薄青大怒，向魔尊幽魂杀去。但剑光刚刚亮起，又戛然而止。仙僵薄青悬浮在魔尊幽魂的面前，动弹
就在魔尊,review,67.92,1,1,1036,1036,待考,就在魔尊,冰凉彻底。来不及了！正如魔尊幽魂所料的那样，方源来不及赶到现场了。不过！就在魔尊幽魂要融入至尊仙胎蛊的时候，忽然一只手陡然伸出。影无邪伸手将魔尊幽魂扣住
弄清楚魔尊,review,67.92,1,1,1036,1036,待考,是弄清楚魔尊,蛊仙站出来。当然，也有秉持其他意见的天庭蛊仙。“依老夫之见，当务之急，还是弄清楚魔尊幽魂到底炼制什么？”“事情还不到无可挽回的地步，留得青山在不怕没柴烧。”
然后被魔尊,review,67.92,1,1,1036,1036,待考,然后被魔尊,庭蛊仙。“呸！”“哼，愚蠢的女人。”下一刻，墨瑶残魂被硬生生地拉扯出来，然后被魔尊幽魂一口吞下。吞下这个残魂之后，魔尊幽魂的身形顿时就凝实了一分。“无邪。
留给魔尊,review,67.92,1,1,1036,1036,待考,留给魔尊,移到万里之外。且不说他醒来之后，会不会选择来这里冒险。就算他选择来冒险，留给魔尊幽魂的时间，已经足够！而且，之前一重重的浩劫、万劫连续洗刷，这片天地分外
邪伸手将魔尊,review,67.92,1,1,1036,1036,待考,邪伸手将魔尊,场了。不过！就在魔尊幽魂要融入至尊仙胎蛊的时候，忽然一只手陡然伸出。影无邪伸手将魔尊幽魂扣住。魔尊幽魂已近油尽灯枯的状态，还未反应过来，就听见影无邪缓缓地道
青悬浮在魔尊,review,67.92,1,1,1036,1036,待考,青悬浮在魔尊,匹夫！”仙僵薄青大怒，向魔尊幽魂杀去。但剑光刚刚亮起，又戛然而止。仙僵薄青悬浮在魔尊幽魂的面前，动弹不得。“你就是我最后的阻碍吗？呵呵呵，真是可惜。若是没有
便目睹着魔尊,review,67.92,1,1,1038,1038,待考,便目睹着魔尊,的魂魄，也是他的分魂。只有对自己，他才如此毫无保留的信任罢。”接着，方源便目睹着魔尊幽魂飘向至尊仙胎蛊。最后关头，方源反倒是平静下来，不再紧张。诗词的提示，
学习魔尊,review,67.92,1,1,1038,1038,待考,学习魔尊,此刻，魔尊幽魂已经虚弱到了极点。方源一招得手！随后，他脱离影无邪的身躯，学习魔尊幽魂，直接让魂魄飘入至尊仙胎蛊中。这一刻，他摆脱星宿仙尊的指示，截取了魔
截取了魔尊,review,67.92,1,1,1038,1038,待考,截取了魔尊,学习魔尊幽魂，直接让魂魄飘入至尊仙胎蛊中。这一刻，他摆脱星宿仙尊的指示，截取了魔尊幽魂数万年筹谋计划，牺牲无数，耗费海量代价，而千辛万苦才凝出的心血成果！
灰忆影响魔尊,review,67.92,1,1,1038,1038,待考,灰忆影响魔尊,望着身旁的影无邪。方源心道：“你这个问题，我还想知道呢！”按照常理而言，灰忆影响魔尊幽魂，又影响墨瑶残魂，没道理不波及方源魂魄。但偏偏，方源身边没有任何动静
直接对付魔尊,review,67.92,1,1,1038,1038,待考,直接对付魔尊,但魔尊幽魂，哪怕他再孱弱，要对付他始终都有未知和风险。但方源却毅然决定，直接对付魔尊幽魂，夺取至尊仙胎蛊！“引魂入梦。”他忽然出手。他没有参悟出全部，这是不
继续摧残魔尊,review,67.92,1,1,1038,1038,待考,继续摧残魔尊,大力真武仙僵！一切都说得通了。”这时，太清空宇万劫消散，阴油毒万劫降临，继续摧残魔尊幽魂。接下来的一幕幕，让方源更加震动！他终于明白，自己拥有春秋蝉的秘密，
能让魔尊,review,67.92,1,1,1038,1038,待考,能让魔尊,……”魔尊幽魂仰头大笑。“至尊仙胎蛊？”方源心中一动，“这蛊虫是何用途，能让魔尊幽魂达到前无古人后无来者的无上境界？这种境界是否就是永生？”“不过越到最
质问魔尊,review,67.92,1,1,1038,1038,待考,质问魔尊,的高度。并且再无之前的凝实，气息虚弱。墨瑶残魂驾驭着仙僵之躯，飞上高空，质问魔尊幽魂，结果被灭。“你就是我最后的阻碍吗？呵呵呵，真是可惜。若是没有砚石的
都放在魔尊,review,67.92,1,1,1038,1038,待考,都放在魔尊,些东西吧。”仙僵薄青体内的墨瑶残魂，没有过多怀疑方源，而是主要的注意力，都放在魔尊幽魂身上。对幽魂本体，墨瑶残魂很是担忧。紧接着，灰雾中呈现出幽魂魔尊生前
亲眼看到魔尊,review,67.92,1,1,1039,1039,待考,亲眼看到魔尊,源一身蛊仙气息，并不做假。他赌对了！虽然他不明白，这只仙蛊究竟怎么用。但亲眼看到魔尊幽魂，飘向仙蛊，方源也就如法炮制。心思电转之际，方源又将目光投向半空之中
只被魔尊,review,67.92,1,1,1039,1039,待考,只被魔尊,神秘的九转仙蛊之中。刚刚接触的一刹那，方源就感到一股无以伦比的吸摄之力。这只被魔尊幽魂命名为至尊仙胎的仙蛊，似乎早已经对魂魄迫不及待。方源魂魄进入之中，就
虽然暗算魔尊,review,67.92,1,1,1039,1039,待考,虽然暗算魔尊,眉头，心中犯难。他之前换魂，通过态度蛊伪装，催发了一次仙道杀招引魂入梦。虽然暗算魔尊幽魂成功，但这些梦道蛊虫里面的意志，似乎都反应过来，再无法让方源调动。“
戏了依依仙子,review,67.92,1,1,1042,1042,待考,戏了依依仙子,崆峒心想：“九长老闭关完善战场杀招，只是个对外的借口。真实情况，的确是调戏了依依仙子。对方既知此事，应当关系不假。我依附于柴家，是个散修外人。而九长老不仅是
调戏依依仙子,review,67.92,1,1,1042,1042,待考,调戏依依仙子,”火崆峒连忙再答：“九长老仍在闭关。”“嘿，他这是被他爷爷关禁闭呢。上次调戏依依仙子……嘿！等我处理了这事，我就去拜访他。”方源说完，竟向火崆峒伸出手来：“
哄骗地灵,review,67.92,1,1,1043,1043,待考,哄骗地灵,游，去往荡魂山、落魄谷却是可以的吧？”“换魂之后，地灵应当能够分辨得出。但哄骗地灵的法子，也是有很多的。对方又是幽魂魔尊的分魂……”方源渐渐停止飞行，悬浮
必定被地灵,review,67.92,1,1,1044,1044,待考,必定被地灵,哄骗地灵的手段，然而还需要不少蛊虫，才能施展。若毫无准备地进入狐仙福地，必定被地灵认出来，道破身份，那样就麻烦大了。所以，影无邪运用定仙游，先行来到了这里
再后是魔尊,review,67.92,1,1,1045,1045,待考,再后是魔尊,有仙窍，都当做炼蛊的材料。然后是分属五域的僵盟成员，上百位仙僵投身大阵。再后是魔尊本体不惜牺牲自身，催动这个十绝大阵。最后是借助一次次的浩劫、万劫，来铸就
影无邪是魔尊,review,67.92,1,1,1045,1045,待考,影无邪是魔尊,福地或者星象福地，掏空方源的老底！这个情况，也是很有可能的。在方源看来：影无邪是魔尊幽魂的分魂，底蕴深厚，识破他的布置，并不困难。同时更关键的是，义天山那里
联络上了地灵,review,67.92,1,1,1046,1046,待考,联络上了地灵,景象，便是宝黄天。方源催动神念蛊，源源不断的念头灌输进去。不一会儿，他就联络上了地灵小狐仙。按照方源临走之前的嘱托，地灵小狐仙基本上会一直开启着她手中的通天
只要是地灵,review,67.92,1,1,1047,1047,待考,只要是地灵,五域之主，将人族镇压下去。比之前仙风道骨的那个，要更加急躁。但不管哪个，只要是地灵，都不会说谎话骗人，都是直肠子。方源和地灵相处，远比和那些知人知面不知心
遑论还有魔尊,review,67.92,1,1,1049,1049,待考,遑论还有魔尊,山大战之前，他要做到这步，却是相当容易。请其他影宗成员出手，就可以了。更遑论还有魔尊幽魂本体！但此一时彼一时。义天山大战之后，影宗大计失败，损失极其惨重，五
帮助黑毛地灵,review,67.92,1,1,1050,1050,待考,帮助黑毛地灵,有，战斗素养已经不能用“渣滓”一词来形容了。现下，方源可没有闲情逸致，去帮助黑毛地灵寻找什么炼蛊材料，更没有什么耐心，去当毛民蛊仙的保姆。“这样吧，太上大长
由白毛地灵,review,67.92,1,1,1050,1050,待考,由白毛地灵,，培养他们的战斗素养。原来，经过秦百胜等人强势攻击琅琊福地之后，琅琊地灵由白毛地灵转变黑毛地灵，管理琅琊福地的理念也发生了天翻地覆的变化。黑毛地灵鼓励战斗
转变黑毛地灵,review,67.92,1,1,1050,1050,待考,转变黑毛地灵,的战斗素养。原来，经过秦百胜等人强势攻击琅琊福地之后，琅琊地灵由白毛地灵转变黑毛地灵，管理琅琊福地的理念也发生了天翻地覆的变化。黑毛地灵鼓励战斗，想要毛民当
还得从魔尊,review,67.92,1,1,1051,1051,待考,还得从魔尊,问题。“昨晚的查探，已经用尽了我的手段。看来想要尽数了解至尊仙窍的奥妙，还得从魔尊幽魂、影宗、影无邪方面着手。”“但义天山方面，变化太大，梦境笼罩，将来定
拯救魔尊,review,67.92,1,1,1056,1056,待考,拯救魔尊,竟，他现在最主要的任务，还并非是对付方源，而是尽快地收拾残局，重建影宗，拯救魔尊幽魂的本体。方源只是次要目标。影无邪虽然对方源深恨至极，但他不会因为仇恨
请地灵,review,67.92,1,1,1056,1056,待考,请地灵,民一族，将人族踩在脚下，让毛民成为五域霸主。但是在方源愿意耗费门派贡献，请地灵出手的情况下，琅琊地灵慨然应允。至于剑道杀招，琅琊福地中竟也有不少收录。
定地回应地灵,review,67.92,1,1,1057,1057,待考,定地回应地灵,？”琅琊地灵诧异，语气迟疑。方源知道他的顾虑是什么，无非是仙蛊唯一。他淡定地回应地灵道：“放心，我有七成的把握，可以肯定定仙游已经不存于这个世上了。”他找上
可是魂道老祖,review,67.92,1,1,1058,1058,待考,可是魂道老祖,当时，雪松子的魂魄被影宗方面动过手脚，方源没有探查出影宗的情报（幽魂魔尊可是魂道老祖），不过雪松子本身的成长历程，修行经验等等，都被方源探知清楚。这些都被方
悟到狂魔魔尊,review,67.92,1,1,1059,1059,待考,悟到狂魔魔尊,陨落之后，他的这个手段并没有随之流传下来。无数先贤，才智卓绝之辈，想要领悟到狂魔魔尊的手段，皆以失败告终，毫无所获。“难道说，我眼前这个敌人，恰巧继承了狂魔
能带给魔尊,review,67.92,1,1,1059,1059,待考,能带给魔尊,平生所学，而且还四处搜刮到无数的传承。这些传承中，有蛊师传承，不乏精品，能带给魔尊幽魂许多灵感和全新的思路。更有蛊仙传承，甚至囊括不少其他尊者的传承。就连
见识过魔尊,review,67.92,1,1,1061,1061,待考,见识过魔尊,方源此时，却只是松了一口气，并无丝毫骄傲得意之情。重生之后，他经历极多，见识过魔尊幽魂对抗浩劫之后，杀死一位七转蛊仙，在他眼里，已然是一件区区小事。“若非
营救出魔尊,review,67.92,1,1,1062,1062,待考,营救出魔尊,炼出定仙游，收拢残留势力，再回到南疆，将超级梦境周围的南疆蛊仙封锁打破，营救出魔尊幽魂。南疆。仙蛊剑遁发动！嗖。方源身形如剑，锋锐至极，穿刺长空，在他身后
不由想起魔尊,review,67.92,1,1,1069,1069,待考,不由想起魔尊,原本的广袤大地，只剩下三块大陆了。这就是水道道痕充裕的象征！”方源闻言，不由想起魔尊幽魂利用万劫，炼制至尊仙窍蛊的那一幕。“这仙劫锻窍杀招，却是和魔尊幽魂的
参加空空老祖,review,67.92,1,1,1070,1070,待考,参加空空老祖,着的蛊虫，辨认出他就是目标，带着傲慢的口吻，嗡声道：“我家主人因被邀请，参加空空老祖的鉴宝会，不能来了。你若要见他，就再等三天罢。”“再等三天？”影无邪面色
就仿佛是地灵,review,67.92,1,1,1071,1071,待考,就仿佛是地灵,窍却是落入外界天地之中，反而将蛊仙的肉身包裹进里面来。此时此刻，方源肉身就仿佛是地灵，在仙窍内如鱼得水，但是却出不去。而仙窍本身，却可以时刻沟通外在的天地二
出了血海老祖,review,67.92,1,1,1082,1082,待考,出了血海老祖,者，不管是剑道，还是血道，历史都很短，属于另辟蹊径。剑道中出了薄青，血道出了血海老祖，但除此二人之外，难有出彩人物。所以这两个流派的底蕴，还远远不及前三道。
前世血海老祖,review,67.92,1,1,1082,1082,待考,前世血海老祖,那么只要情况允许，他肯定选择东方长凡的智道传承为主，万象星君的星道传承和前世血海老祖真传之一为辅。他会成为智道蛊仙。因为论潜力和前途，自然是东方长凡的智道传
都被魔尊,review,67.92,1,1,1085,1085,待考,都被魔尊,前乃是幽魂魔尊，才情天赋纵观古今，也是顶级。其中很多阵道、炼道等等经验，都被魔尊幽魂吸收，给他省去大量的精力时间，让他将自己的阵道、炼道等等诸多流派的境
就能坐看魔尊,review,67.92,1,1,1087,1087,待考,就能坐看魔尊,魔尊幽魂本体，已经被困在南疆的超级梦境之中。天庭无须动手（也动不了手），就能坐看魔尊幽魂在梦境中消磨一空。所以，天庭的目标就放在方源和影宗残余势力方面。防止
来救援魔尊,review,67.92,1,1,1087,1087,待考,来救援魔尊,所以，天庭的目标就放在方源和影宗残余势力方面。防止这两者之一，或者全部，来救援魔尊幽魂。影宗残余势力，譬如僵盟，紫薇仙子已经安排人手，进行剿杀。方源是她目
也成为魔尊,review,67.92,1,1,1088,1088,待考,也成为魔尊,延寿，肯定也有什么弊端。只是这个弊端究竟是什么，炼九生一直都未打探出来，这也成为魔尊幽魂的心底最大憾事之一。相比较天庭，只是十万多年的影宗，实在太薄弱了。影
商量山上人,review,67.92,1,1,1090,1090,待考,商量山上人,一节：商家新族长第五十一节：商家新族长南疆。商量山。白日高悬，天光绚烂。商量山上人山人海，声势鼎沸。四转巅峰蛊师商不离的身影，出现在山巅，立即吸引了几乎所
动宝黄天天灵,review,67.92,1,1,1091,1091,待考,动宝黄天天灵,当也是这个情况。”最后，商家太上大长老猜测道。他猜的一点都没有错。能够打动宝黄天天灵的，世间恐怕也只有黄天碎片了。太古九天破碎已久，黄天碎片早已绝迹。除非大
向宝黄天天灵,review,67.92,1,1,1091,1091,待考,向宝黄天天灵,，也就只能吞并黄天碎片，才能扩张自身。历史记载中，有过数次交易。各有人物向宝黄天天灵，贩卖了太古黄天的碎片世界。天灵得到之后，便主动关闭宝黄天，全心全意地吞
就连历代仙尊,review,67.92,1,1,1091,1091,待考,就连历代仙尊,准确的答案。宝黄天的原主人，便是多宝道人。其后也就再也没有出现过继任者。就连历代仙尊、魔尊，都未找到过宝黄天的具体方位。“宝黄天屹立至今，已经成为五域蛊仙界
强硬要求天灵,review,67.92,1,1,1091,1091,待考,强硬要求天灵,。宝黄天始终保持中立，与世无争，又位置极端神秘，天庭都奈何不得。若是天庭强硬要求天灵，公开排挤影无邪。天灵根本不会搭理，而且其他四域蛊仙，也不会有多少顾虑。
尽数被魔尊,review,67.92,1,1,1092,1092,待考,是尽数被魔尊,魔尊都要觊觎，都有需求。焚天魔女是受魔尊幽魂算计而亡，她一身的积累，应当是尽数被魔尊幽魂提前取走了！魔尊幽魂的大计虽然失败，但影宗、僵盟的残余下来的势力，还
魔女是受魔尊,review,67.92,1,1,1092,1092,待考,魔女是受魔尊,绪发散，忽然念头一转。“寿蛊难寻，即便是仙尊魔尊都要觊觎，都有需求。焚天魔女是受魔尊幽魂算计而亡，她一身的积累，应当是尽数被魔尊幽魂提前取走了！魔尊幽魂的大
怎可能像地灵,review,67.92,1,1,1093,1093,待考,怎可能像地灵,地灵相处的时间长了，心中放下了戒备。对方虽是毛民，但骨子里却是影宗内奸，怎可能像地灵那般单纯可欺呢？”方源暗自提高警惕。想了想，方源开口，语气慢条斯理地道：
说不定魔尊,review,67.92,1,1,1095,1095,待考,说不定魔尊,琊福地，凤九歌死在琅琊福地之中，这也有可疑之处。影宗在天庭中安插了内奸，说不定魔尊幽魂重获新生，早已经将天庭控制，化为己用了。”方源思绪稍微发散了一下，顿
不能像地灵,review,67.92,1,1,1101,1101,待考,不能像地灵,所有的流光果，都放入到最上面一层中去。“仙窍中的宇道道痕虽然不少，但是我却不能像地灵那样，直接运用宇道道痕，进行瞬移。毕竟蛊仙和地灵之间，有很大的区别。地灵
了灵缘斋仙子,review,67.92,1,1,1101,1101,待考,了灵缘斋仙子,仙蛊，斩去了爱情蛊种在他身上的智道道痕，挣脱束缚，重获自由。甚至凭此策反了灵缘斋仙子墨瑶，化为己用。这只慧剑仙蛊，可谓是助薄青反败为胜的妙手！而现在慧剑仙蛊
变成魔尊,review,67.92,1,1,1102,1102,待考,变成魔尊,解决方法——增加自身的魂魄底蕴！这是以不变应万变。假若他的魂魄经过修行，变成魔尊幽魂本体那样的惊天动地的程度，那么肉身上再有什么魂道暗算，也无妨了。当然
源要变成魔尊,review,67.92,1,1,1102,1102,待考,源要变成魔尊,本体那样的惊天动地的程度，那么肉身上再有什么魂道暗算，也无妨了。当然，方源要变成魔尊幽魂本体的程度，有一段超级遥远的距离。但方源的仙僵肉身，也只是影无邪经手
目视地灵,review,67.92,1,1,1111,1111,待考,目视地灵,你明说了罢。我请你喝茶，是想有个任务交给你做！”“来了。”方源心道一声，目视地灵，“请说。”地灵单纯，他的用意早已经被方源猜到。果然，下一刻琅琊地灵开口
通过魔尊,review,67.92,1,1,1111,1111,待考,通过魔尊,道传承还要稀少。搞不好，都快要彻底泯灭了。关于食道，方源在义天山大战时，通过魔尊幽魂的回忆，知道一些鲜为人知的秘辛。原来食道的创始者，不是人族蛊仙，而是
等我成就魔尊,review,67.92,1,1,1112,1112,待考,等我成就魔尊,渡过一次灾劫，就是突破天意的一次次封锁。一次次的壮大，最终能够抗衡天意。等我成就魔尊，天下无敌，看天意能奈我如何？”方源心中，早有如此明悟。回到自家云城，得
想那魔尊,review,67.92,1,1,1116,1116,待考,想那魔尊,天意对付魔尊幽魂的棋子。正是因为亲身经历，方源对所谓的“人劫”非常警惕。想那魔尊幽魂是何等存在，又有影宗帮衬，僵盟辅助，筹谋十万年，都还被天意策翻了最终
至搭上了魔尊,review,67.92,1,1,1122,1122,待考,至搭上了魔尊,制出至尊仙胎蛊，影宗上下耗费近十万年光阴，耗尽了整个影宗、僵盟的底蕴，甚至搭上了魔尊幽魂本体，才堪堪功成。可是人算不如天算，至尊仙胎蛊虽然炼成，但在最后关头
何若仙子,review,67.92,1,1,1123,1123,待考,是何若仙子,向东方。东方一只孔雀飞来，仙气盎然，口吐人言，声音清脆动听：“卓战。”“是何若仙子您啊！”卓战立即变了脸色，笑眯眯的，讨好地道。孔雀飞仙何若，六转变化道蛊
全部让与仙子,review,67.92,1,1,1124,1124,待考,全部让与仙子,静待片刻，我又怎能顺利收取呢？此番切磋，慕容仙子如胜过在下，在下便将缘木全部让与仙子你了。”慕容青丝摇头：“无须全部，只需一半即可。”“仙子请。”“公子请。
累仙子,review,67.92,1,1,1124,1124,待考,累仙子,有阻止，只是驻足观看。她耐心等候，直至酝良功成，将缘木处理，收取成功。“累仙子久候，惭愧惭愧。”云公子酝良行礼道，态度很是温和。慕容青丝抿嘴一笑：“不
非仙子,review,67.92,1,1,1124,1124,待考,非仙子,来，慕容青丝还未说完，他就已经接道：“缘木脆弱，收取过程中不得丝毫干扰。若非仙子静待片刻，我又怎能顺利收取呢？此番切磋，慕容仙子如胜过在下，在下便将缘木
中就产生地灵,review,67.92,1,1,1132,1132,待考,中就产生地灵,地灵还是很方便的。但可惜的是，方源还未听说过，蛊仙再没有陨落前，自家仙窍中就产生地灵的。这种丹青香，宛若碧色烟雾，不断缭绕，氤氲一片。方源将所有的丹青香，都
工作就由地灵,review,67.92,1,1,1132,1132,待考,工作就由地灵,。每当这个时候，方源就不禁怀念起狐仙地灵，还有星象地灵，有地灵的话，这些工作就由地灵代劳，无须他费事劳神了。地灵就相当于一方福地的大管家。有地灵还是很方便的
还有星象地灵,review,67.92,1,1,1132,1132,待考,还有星象地灵,太大了，只能用这些力道仙僵代劳。每当这个时候，方源就不禁怀念起狐仙地灵，还有星象地灵，有地灵的话，这些工作就由地灵代劳，无须他费事劳神了。地灵就相当于一方福
自血海老祖,review,67.92,1,1,1135,1135,待考,自血海老祖,道，是一种血道之法。堂堂八转宙道的黑凡，居然也研究血道？这其实并不奇怪。自血海老祖横空出世之后，血道之威，为世人共知。各大超级势力一边大力禁止血道发展，另
会使得天灵,review,67.92,1,1,1137,1137,待考,会使得天灵,得到的。吞并太古九天碎片，虽然会令洞天无灾无劫，但若蛊仙陨落，形成天灵，却会使得天灵权柄沦丧，愚昧懵懂。说到底，还是因为天意。天意的产生，源自五域九天。正常
便是此方天灵,review,67.92,1,1,1137,1137,待考,便是此方天灵,黄铜大钟，悬浮在方源的面前，连响十声之后，便寂然无音。方源试着问道：“你便是此方天灵么？我姓黑名城，正是我开启了天晶鹰巢，孵化了上极天鹰，前来继承先祖黑凡的
合他对付天灵,review,67.92,1,1,1137,1137,待考,合他对付天灵,长的眉毛：“即便二哥看不起陈尺老仙，但他到底还是修为最高。就算我们无法联合他对付天灵，至少也得让他袖手旁观，不与我们作对才是。”“三妹的话，有理啊。”郑驮也
就算有天灵,review,67.92,1,1,1137,1137,待考,就算有天灵,大钟，却是沉默，悬停在方源眼前，一动不动。“果然……侵吞了太古青天碎片，就算有天灵，也变得愚昧懵懂了。”方源眼底闪过一丝精芒，心中了然。这个情报，也是他从
形成天灵,review,67.92,1,1,1137,1137,待考,形成天灵,宗的交易中得到的。吞并太古九天碎片，虽然会令洞天无灾无劫，但若蛊仙陨落，形成天灵，却会使得天灵权柄沦丧，愚昧懵懂。说到底，还是因为天意。天意的产生，源自
得了黑凡老祖,review,67.92,1,1,1137,1137,待考,得了黑凡老祖,军一脸灰黑之色：“根据继仙山上的石碑记载，钟声连响十下，说明本家有蛊仙获得了黑凡老祖真传的资格，他（她）已经来到这里了！难道说，我最近的不妙之感，就应在此人
果然有天灵,review,67.92,1,1,1137,1137,待考,果然有天灵,钟声悠扬，连响了十声。随后，一口黄铜大钟，凭空出现在方源的面前。“天灵！果然有天灵……”方源心中微微一凛，紧张起来。他到底不是真的黑家血脉，虽然成功欺瞒了
要哄骗住天灵,review,67.92,1,1,1137,1137,待考,要哄骗住天灵,微微一凛，紧张起来。他到底不是真的黑家血脉，虽然成功欺瞒了上极天鹰，但还要哄骗住天灵，才能成功得到真传。……在黑凡洞天的东北方位，屹立着一座高山。当地人称之
还是镇压天灵,review,67.92,1,1,1137,1137,待考,还是镇压天灵,过了一定时限。要想继承黑凡真传，还需通过考验。不管我们是要为难他（她），还是镇压天灵，现在都需要冷静，再冷静。”冯军被这一提点，顿时清醒过来：“三妹说得不错
得上黑凡老祖,review,67.92,1,1,1138,1138,待考,得上黑凡老祖,不愧是本家来的上仙！如此风度翩翩，难怪是他……恐怕也只有他这种人物，才配得上黑凡老祖的真传吧。”队伍当中，一位女蛊仙，双发髻，俏丽活泼，暗暗盯着方源的背影，
看了一眼天灵,review,67.92,1,1,1138,1138,待考,看了一眼天灵,不眨地看着。说实在话，眼前景象，有点超乎他的意料。“怎么会有蛊仙？”方源看了一眼天灵，问道。可惜这黑凡洞天的天灵懵懂愚昧，根本毫无反应。方源的心中不免笼上一
跟上黄钟天灵,review,67.92,1,1,1138,1138,待考,跟上黄钟天灵,们前往继仙山，还请上仙移步。”陈尺见此，连忙道。方源点点头，心怀着戒备，跟上黄钟天灵。眼下这局面，他势单力孤，对方却有九位蛊仙，两位七转，七位六转。若是他们
向天灵,review,67.92,1,1,1139,1139,待考,向天灵,。成就蛊仙，必有灾劫。每每灾劫无法渡过的时候，这些蛊仙就会来到继仙山巅，向天灵救助。天灵便调动第一石碑中的真传仙蛊，为他们延缓灾劫。虽然求得一时安稳，
得不求助天灵,review,67.92,1,1,1139,1139,待考,得不求助天灵,正常需求。所以，一次次灾劫，威力更强，蛊仙们渐渐难以抗衡。最终，他们都不得不求助天灵，一个个落入黑凡算计当中，受制于天灵。让黑凡老祖这个死去多年的大能，仍旧
总之天灵,review,67.92,1,1,1139,1139,待考,总之天灵,的出现，但也不得不按照规矩行事。天灵虽然愚昧懵懂，但黑凡死前已考虑此事，总之天灵虽然不太可靠，但却坚决贯彻执行黑凡临死前的遗志。而且黑凡还有个制约的手段
意和黑凡老祖,review,67.92,1,1,1139,1139,待考,意和黑凡老祖,碑文上的写法，很多都是春秋手法。嘿。我就不信当初这些个获罪的蛊仙们，都愿意和黑凡老祖一同赴死！显然，他们是不愿意也得愿意。黑凡老祖这手腕的确狠辣果断，值得一
看向黄钟天灵,review,67.92,1,1,1139,1139,待考,看向黄钟天灵,破了。”种种思绪在脑海中一闪而过，方源将注视碑文的目光收敛起来，微微仰头看向黄钟天灵。他问道：“那么我又该如何，才能继承了这道真传呢？”此言一出，其余蛊仙无
竟愿和老祖,review,67.92,1,1,1139,1139,待考,竟愿和老祖,下其他种种小传承之后，寿元耗尽而亡。其余黑家罪仙痛哭悲鸣，自感有负期望，竟愿和老祖一同赴死。不过他们在临死之前，也同样效仿黑凡，在继仙山上留下各处石亭石碑
算是黑凡老祖,review,67.92,1,1,1139,1139,待考,算是黑凡老祖,有被继承。直到现在，反而被方源这个外人冒名顶替，开启了天晶鹰巢。这不得不算是黑凡老祖的一个失误。不过黑凡到底还是八转大能，临死前，也觉察到自己的这个错失。他
过了黑凡老祖,review,67.92,1,1,1139,1139,待考,过了黑凡老祖,在北原外界的黑家本家，一直着手寻找态度蛊，但始终不见起色。时间流逝，早就过了黑凡老祖设定的时限。于是黑凡洞天这里，就开放了继仙山，让凡人们可以探索。于是，黑
随着黄钟天灵,review,67.92,1,1,1139,1139,待考,随着黄钟天灵,但因为无灾无劫，又不和宝黄天沟通，里面的资源实在是积累得太丰富了！众仙跟随着黄钟天灵，落在山巅处的唯一石亭之中。石亭古朴，结构简单。虽然只是一个亭子，倒有些
后来者向天灵,review,67.92,1,1,1140,1140,待考,后来者向天灵,，都需要通过最后一重考验。但这最后一重考验的内容，石碑上却没有说，只是让后来者向天灵讨教。天灵虽然愚昧懵懂，但却铭记着黑凡的旨意。于是，方源主动询问。很快，
家来人被天灵,review,67.92,1,1,1140,1140,待考,家来人被天灵,：麻烦的最后考验第一百零一节：麻烦的最后考验石亭中的碑文上写着：不管是本家来人被天灵接引到这里，还是罪民中的凡人一路闯关，来到继仙山巅，想要继承黑凡真传的话
悟了黑凡老祖,review,67.92,1,1,1140,1140,待考,悟了黑凡老祖,外来人，方源要获取这些人的支持，是很艰难的。不过方源很快又反应过来，他明悟了黑凡老祖的用意。黑凡老祖设下这个规矩，是鼓励后来者，收编了这些黑凡洞天的蛊仙。毕
难怪黑凡老祖,review,67.92,1,1,1140,1140,待考,难怪黑凡老祖,黑凡洞天的主人！”“不过，要继承黑凡真传，最后一重考验，居然是这个？”“难怪黑凡老祖当年定下规矩，一旦出现了真传的继承人，就要我们一起恭迎拜见！”“老祖宽宏
听老祖,review,67.92,1,1,1141,1141,待考,听老祖,会珍惜的。他也不会对我们感恩戴德。”“还是老祖考虑周到啊。”陈立志道。“听老祖宗的绝不会错！”陈乐笑道。陈尺幽幽叹息一声，望着三位蛊仙，动情地道：“我
